Epoch,Train Loss,Dev Loss,PPL
1,6.888323323932302,6.401320877432874,602.6405266566277
2,6.164408889405126,6.024924416642989,413.61037878063024
3,5.925509315915191,5.823758035587441,338.2407890828999
4,5.770959896719556,5.757813831865322,316.6553099176184
5,5.6505223759415655,5.640747531609604,281.6731994150417
6,5.552233254177178,5.565812238066487,261.33738569981995
7,5.474683009950398,5.479053199140503,239.61972777476163
8,5.403924978059265,5.432352507014491,228.68659994152767
9,5.344950740638599,5.394061268024577,220.0954394634732
10,5.290804836943262,5.381622589323768,217.37469929435406
11,5.241935466746797,5.325339126207558,205.47803163606054
12,5.198266424421177,5.325495065438983,205.5100762208277
13,5.156882191462002,5.287167699602216,197.78245204424618
14,5.116802371121876,5.256853584715514,191.87681636911847
15,5.085899101217076,5.235762082238244,187.87222588925027
16,5.049794704919001,5.219403057962778,184.82382202524167
17,5.020898379191744,5.208247853477056,182.77353146318248
18,4.989286952815878,5.194711190554411,180.31605829529673
19,4.961885524227965,5.177995587086234,177.32701796964238
20,4.935090817259598,5.1654411193440115,175.1146880131482
21,4.909955618230718,5.154919105830018,173.2817887054331
22,4.886932589608562,5.147305858431595,171.96756069774102
23,4.861708354680565,5.135346706741014,169.92322318993962
24,4.838781221531053,5.121191753089928,167.53491094328092
25,4.819322938742016,5.11875138735971,167.12656294988017
26,4.796743615764664,5.113054999378463,166.17725159524343
27,4.777375885573773,5.105505015582824,164.9273403805117
28,4.758283409210564,5.100137986796775,164.0445417190806
29,4.740301844243139,5.106389124431738,165.07321857817055
30,4.721832027434722,5.089740363954397,162.3477052648074
31,4.7023467355867385,5.096004293045887,163.36783144223307
32,4.686053000366394,5.08194881308602,161.08768001079258
33,4.6681241355706815,5.0883148241049865,162.11643702170483
34,4.652264923576855,5.068023384225387,158.8600116000213
35,4.6375701359250785,5.071491034326609,159.4118387541115
36,4.6190897544545715,5.066394207717716,158.60141131107042
37,4.606186395741714,5.082707809836269,161.2099914475457
38,4.591701504592429,5.055142859204078,156.82693291473757
39,4.576188189964555,5.0534491427226875,156.56153736958294
40,4.5633238135126115,5.060675649728299,157.69702829124256
41,4.5479189442145636,5.061995666998153,157.9053285417096
42,4.534086112822437,5.045791749538287,155.36726247220628
43,4.519774070489985,5.053656525252166,156.5940088641157
44,4.507345645297075,5.049893145555122,156.00579368325432
45,4.49474218064664,5.045825406884855,155.372491810007
